ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
84.425833 -69.980667 2.8308216 6.1e-06 0.311 6001.73337 16.62 15.728 15.263 14.861 14.732 0.028 0.037 0.05 AAA 2451887.8231
84.343542 -69.483139 6.8563682 9.07e-05 0.432 6001.8698 17.114 15.692 12.929 12.52 12.45 0.02 0.024 0.024 AAA 2451887.8252
84.425833 -69.980667 5.9501571 1.74e-05 0.499 6002.07095 15.331 14.48 15.263 14.861 14.732 0.028 0.037 0.05 AAA 2451887.8231
84.581792 -69.155361 2.9475081 3.2e-06 0.592 6000.28252 17.458 16.204 15.349 14.742 14.599 0.03 0.038 0.049 AAA 2451887.8265
84.425833 -69.980667 3.6274204 5.4e-06 0.436 6002.86164 16.33 15.373 15.263 14.861 14.732 0.028 0.037 0.05 AAA 2451887.8231
84.581792 -69.155361 2.9990654 8.2e-06 0.509 6002.8878 17.747 16.425 15.349 14.742 14.599 0.03 0.038 0.049 AAA 2451887.8265
84.7255 -69.714444 3.070859 4.2e-06 0.429 6000.04901 16.573 15.668 14.991 14.506 14.317 0.041 0.034 0.04 AAA 2451887.8563
84.7255 -69.714444 3.0973618 2.7e-06 0.584 6000.59534 16.355 15.529 14.991 14.506 14.317 0.041 0.034 0.04 AAA 2451887.8563
84.645792 -68.301083 5.2021025 7.6e-06 0.667 6001.46372 15.064 14.42 15.145 14.743 14.686 0.027 0.033 0.05 AAA 2451887.8506
84.581792 -69.155361 3.4525146 8.5e-06 0.441 6000.97775 17.367 16.176 15.349 14.742 14.599 0.03 0.038 0.049 AAA 2451887.8265
83.974458 -68.659444 4.2694645 6.2e-06 0.514 6001.92156 16.13 15.231 13.824 13.478 13.399 0.019 0.024 0.027 AAA 2451887.7698
84.343542 -69.483139 3.0106889 3.4e-06 0.492 6002.47963 17.108 16.09 12.929 12.52 12.45 0.02 0.024 0.024 AAA 2451887.8252
84.645792 -68.301083 2.8841515 2.6e-06 0.703 6001.76628 15.969 15.346 15.145 14.743 14.686 0.027 0.033 0.05 AAA 2451887.8506
84.645792 -68.301083 2.456431 2.6e-06 0.645 6001.47474 16.295 15.629 15.145 14.743 14.686 0.027 0.033 0.05 AAA 2451887.8506
84.690667 -69.842639 4.8519116 1.58e-05 0.267 6000.43987 16.173 15.18 14.436 14.014 13.9 0.024 0.028 0.035 AAA 2451887.8568
84.7255 -69.714444 4.3585715 9.3e-06 0.487 6002.41918 17.605 16.218 14.991 14.506 14.317 0.041 0.034 0.04 AAA 2451887.8563
84.774542 -69.126361 3.514673 5.4e-06 0.488 6001.83283 17.136 15.96 15.041 14.59 14.487 0.037 0.045 0.055 AAA 2451887.8539
84.813167 -69.327556 23.1111863 0.0002831 0.383 6010.04412 14.628 13.395 12.571 12.02 11.87 0.019 0.022 0.022 AAA 2451887.8547
84.86075 -69.255389 3.4703284 2.91e-05 0.355 6003.13634 18.416 16.751 15.406 14.793 14.567 0.031 0.039 0.059 AAA 2451887.8545
84.774542 -69.126361 2.2717122 3.7e-06 0.62 6001.00987 18.222 16.885 15.041 14.59 14.487 0.037 0.045 0.055 AAA 2451887.8539
84.690667 -69.842639 3.1069464 3.4e-06 0.523 6001.8953 16.49 15.611 14.436 14.014 13.9 0.024 0.028 0.035 AAA 2451887.8568
84.9735 -67.835778 24.1335046 0.0001922 0.493 6019.49746 13.825 12.771 11.972 11.622 11.542 0.019 0.023 0.022 AAA 2451892.7102
84.9925 -69.00575 3.0956092 4.6e-06 0.487 6002.08217 16.781 15.777 15.095 14.644 14.588 0.03 0.043 0.051 AAA 2451892.7055
83.135292 -67.76125 2.008488 1.21e-05 0.47 6001.49705 17.475 16.581 15.822 15.318 15.284 0.053 0.064 0.084 AAA 2451886.8484
82.970417 -67.584083 3.5820318 4.2e-06 0.618 6001.31991 15.527 14.933 14.328 14.025 13.952 0.021 0.028 0.033 AAA 2451886.8477
82.961167 -67.632722 3.9531607 5.8e-06 0.583 6002.51753 15.66 14.975 14.545 14.242 14.189 0.023 0.029 0.037 AAA 2451886.8479
82.970417 -67.584083 4.0684679 5.8e-06 0.536 6003.22113 15.629 14.922 14.328 14.025 13.952 0.021 0.028 0.033 AAA 2451886.8477
83.49775 -67.637722 10.0255069 4.32e-05 0.455 6006.57192 14.93 13.985 12.986 12.514 12.438 0.019 0.023 0.023 AAA 2451887.7313
83.49775 -67.637722 12.3135892 0.0001046 0.444 6007.02823 14.427 13.561 12.986 12.514 12.438 0.019 0.023 0.023 AAA 2451887.7313
84.388417 -67.744583 3.2591584 4.2e-06 0.53 6001.97688 15.956 15.241 14.899 14.511 14.506 0.026 0.033 0.043 AAA 2451887.8322
84.9735 -67.835778 4.1871914 7.29e-05 0.414 6002.33855 -99.99 14.988 11.972 11.622 11.542 0.019 0.023 0.022 AAA 2451892.7102
82.545292 -66.510444 5.8339813 4.8e-05 0.252 6001.52798 15.344 14.541 14.11 13.766 13.726 0.024 0.023 0.028 AAA 2451942.7252
82.545292 -66.510444 5.1221615 3.96e-05 0.239 6005.03186 15.491 14.665 14.11 13.766 13.726 0.024 0.023 0.028 AAA 2451942.7252
82.578583 -66.673056 4.0568103 1.05e-05 0.312 6002.65563 15.81 15.061 14.536 14.122 14.119 0.026 0.026 0.034 AAA 2451886.8365
82.692542 -66.837472 3.6167303 8e-06 0.304 6001.51049 15.938 15.164 14.732 14.628 14.539 0.026 0.032 0.046 AAA 2451886.8358
82.692542 -66.837472 2.8484057 3.4e-06 0.538 6002.7556 16.092 15.411 14.732 14.628 14.539 0.026 0.032 0.046 AAA 2451886.8358
82.712458 -66.65725 4.323057 6e-06 0.647 6001.39323 15.424 14.797 14.199 13.944 13.853 0.026 0.029 0.031 AAA 2451886.8365
82.717333 -65.47075 2.854473 4.7e-06 0.428 6000.51375 16.194 15.487 15.085 14.776 14.729 0.023 0.031 0.047 AAA 2451880.8017
82.779917 -66.382194 1.8810599 3.9e-06 0.341 6001.32231 16.706 16.012 15.576 15.141 15.246 0.028 0.039 0.077 AAA 2451886.8376
82.817875 -66.410583 4.9139202 3.33e-05 0.148 6000.53994 15.539 14.765 14.222 13.854 13.851 0.019 0.024 0.029 AAA 2451886.8375
83.2165 -67.425639 3.803799 4.8e-06 0.51 6000.04523 15.618 14.921 15.614 15.296 15.392 0.031 0.047 0.087 AAA 2451887.7168
82.839083 -65.674194 2.4191597 3.8e-06 0.393 6000.36493 16.411 15.71 15.114 14.833 14.665 0.021 0.033 0.043 AAA 2451880.8026
82.884375 -66.642444 3.9206769 1.17e-05 0.29 6001.55776 15.846 15.091 14.609 14.221 14.17 0.023 0.027 0.035 AAA 2451886.8439
82.92525 -65.346 2.8912598 4.3e-06 0.564 6000.24957 15.902 15.263 14.67 14.404 14.297 0.026 0.032 0.041 AAA 2451880.814
82.92525 -65.346 3.0462579 5e-06 0.587 6000.46675 15.857 15.224 14.67 14.404 14.297 0.026 0.032 0.041 AAA 2451880.814
82.983417 -66.70625 6.6630313 4.93e-05 0.235 6000.81189 15.271 14.467 13.996 13.618 13.539 0.020 0.025 0.026 AAA 2451886.8442
83.042917 -66.78075 4.6321906 1.09e-05 0.426 6002.03895 15.607 14.84 14.338 13.98 13.872 0.022 0.028 0.032 AAA 2451886.8445
83.247083 -65.540694 4.6380212 1.68e-05 0.508 6004.19402 15.454 14.713 14.675 14.386 14.332 0.022 0.031 0.035 AAA 2451880.86
83.161167 -67.062806 3.2867192 5.5e-06 0.37 6003.14549 16.034 15.308 14.856 14.536 14.572 0.027 0.038 0.048 AAA 2451887.7183
83.163042 -65.26925 3.59117 9.2e-06 0.464 6001.25587 15.847 15.128 14.716 14.337 14.262 0.022 0.029 0.037 AAA 2451880.8589
82.983417 -66.70625 2.9648738 5.5e-06 0.47 6000.49442 15.991 15.298 13.996 13.618 13.539 0.020 0.025 0.026 AAA 2451886.8442
83.196833 -66.26225 12.0774128 0.0001079 0.322 6002.73819 14.374 13.504 12.869 12.511 12.371 0.019 0.024 0.022 AAA 2451887.7215
82.817875 -66.410583 3.0166293 2.8e-06 0.624 6000.82254 15.954 15.287 14.222 13.854 13.851 0.019 0.024 0.029 AAA 2451886.8375
83.2165 -67.425639 1.609203 1.1e-06 0.545 6001.42125 16.614 16.001 15.614 15.296 15.392 0.031 0.047 0.087 AAA 2451887.7168
83.217708 -66.797611 2.4445565 7.8e-06 0.402 6001.72099 16.326 15.607 14.416 14.266 14.086 0.024 0.032 0.035 AAA 2451887.7194
83.39125 -66.1545 4.5646899 5e-06 0.645 6003.60702 15.302 14.652 15.004 14.647 14.623 0.024 0.034 0.045 AAA 2451887.7219
83.217708 -66.797611 5.0673982 1.33e-05 0.427 6002.11326 15.495 14.691 14.416 14.266 14.086 0.024 0.032 0.035 AAA 2451887.7194
83.217708 -66.797611 16.2221132 0.0001421 0.658 6000.73016 13.859 13.089 14.416 14.266 14.086 0.024 0.032 0.035 AAA 2451887.7194
83.245583 -65.645944 3.0057066 1.29e-05 0.221 6002.86877 16.18 15.428 14.988 14.675 14.584 0.023 0.032 0.045 AAA 2451880.8604
83.247083 -65.540694 3.163589 4.7e-06 0.498 6000.17729 15.752 15.091 14.675 14.386 14.332 0.022 0.031 0.035 AAA 2451880.86
83.217708 -66.797611 5.3770862 2.05e-05 0.317 6002.34963 15.474 14.685 14.416 14.266 14.086 0.024 0.032 0.035 AAA 2451887.7194
83.39125 -66.1545 2.8725119 4.3e-06 0.43 6002.39185 16.157 15.435 15.004 14.647 14.623 0.024 0.034 0.045 AAA 2451887.7219
83.411083 -65.3695 3.3846913 7.7e-06 0.282 6001.33773 16.062 15.29 14.795 14.496 14.385 0.028 0.032 0.036 AAA 2451881.6983
83.161167 -67.062806 3.1408629 1.5e-05 0.348 6003.03988 16.133 15.415 14.856 14.536 14.572 0.027 0.038 0.048 AAA 2451887.7183
83.481333 -66.088111 3.5511446 1.16e-05 0.303 6000.63963 16.173 15.367 14.74 14.399 14.25 0.031 0.042 0.046 AAA 2451887.7251
83.2165 -67.425639 1.9206659 2.2e-06 0.449 6001.25554 16.866 16.182 15.614 15.296 15.392 0.031 0.047 0.087 AAA 2451887.7168
83.537542 -65.174972 1.5758875 1.4e-06 0.516 6000.46979 16.756 16.11 15.629 15.34 15.277 0.032 0.05 0.076 AAA 2451881.6991
83.2165 -67.425639 8.6677668 3.53e-05 0.459 6006.33354 14.768 13.962 15.614 15.296 15.392 0.031 0.047 0.087 AAA 2451887.7168
83.559667 -65.240417 2.5807322 9e-06 0.204 6001.52599 16.318 15.569 15.151 14.811 14.714 0.026 0.032 0.050 AAA 2451881.6989
83.595167 -65.058056 2.7034612 3.4e-06 0.576 6001.73389 15.966 15.342 14.688 14.491 14.434 0.030 0.036 0.039 AAA 2451881.6996
83.481333 -66.088111 3.188911 4.5e-06 0.513 6001.0415 16.008 15.293 14.74 14.399 14.25 0.031 0.042 0.046 AAA 2451887.7251
83.39125 -66.1545 7.1964434 0.0005262 0.077 6006.36381 14.981 14.355 15.004 14.647 14.623 0.024 0.034 0.045 AAA 2451887.7219
83.686958 -65.078139 3.2309845 4e-06 0.508 6000.22665 15.879 15.195 14.627 14.325 14.226 0.026 0.027 0.035 AAA 2451881.7426
83.743208 -65.604528 3.1362879 1.21e-05 0.453 6001.02447 16.044 15.359 14.914 14.465 14.454 0.024 0.029 0.038 AAA 2451881.7447
83.777583 -65.268972 3.6294099 9e-06 0.395 6002.15482 15.837 15.085 14.743 14.371 14.284 0.023 0.026 0.032 AAA 2451881.7433
83.979 -66.792806 2.5106745 1.93e-05 0.142 6000.56086 15.841 15.245 15.468 15.136 15.03 0.035 0.044 0.067 AAA 2451887.7774
83.979 -66.792806 1.9014362 3.2e-06 0.375 6001.81836 16.736 15.98 15.468 15.136 15.03 0.035 0.044 0.067 AAA 2451887.7774
83.481333 -66.088111 2.7359199 2.9e-06 0.586 6000.86649 16.281 15.561 14.74 14.399 14.25 0.031 0.042 0.046 AAA 2451887.7251
84.121625 -66.6885 3.7444271 5e-06 0.601 6002.77103 15.592 14.968 14.317 14.144 14.056 0.023 0.028 0.037 AAA 2451887.7855
84.121625 -66.6885 8.024436 2.83e-05 0.543 6006.9896 14.517 13.805 14.317 14.144 14.056 0.023 0.028 0.037 AAA 2451887.7855
83.80325 -65.302194 1.8648208 2.8e-06 0.455 6000.16558 16.657 16.027 14.828 14.434 14.394 0.024 0.028 0.035 AAA 2451881.7435
84.121625 -66.6885 8.7198912 5.86e-05 0.272 6000.1315 14.701 13.966 14.317 14.144 14.056 0.023 0.028 0.037 AAA 2451887.7855
84.604083 -66.682 8.3260002 3.19e-05 0.506 6006.59769 14.733 13.97 15.096 14.804 14.653 0.025 0.034 0.050 AAA 2451887.8364
84.604083 -66.682 7.9041386 0.0001337 0.116 6006.30316 15.314 14.441 15.096 14.804 14.653 0.025 0.034 0.050 AAA 2451887.8364
84.597583 -65.814806 3.2032973 6.4e-06 0.364 6003.18603 16.178 15.497 15.104 14.739 14.767 0.027 0.04 0.053 AAA 2451930.6393
84.604083 -66.682 2.7854142 4e-06 0.383 6000.10122 16.229 15.514 15.096 14.804 14.653 0.025 0.034 0.050 AAA 2451887.8364
84.995792 -66.837028 2.9253095 3.9e-06 0.557 6000.41472 15.875 15.245 15.466 15.097 15.001 0.027 0.04 0.058 AAA 2451892.7142
84.995792 -66.837028 7.475929 6.87e-05 0.131 6003.3697 15.124 14.327 15.466 15.097 15.001 0.027 0.04 0.058 AAA 2451892.7142
84.597583 -65.814806 3.1799661 3.8e-06 0.54 6002.4127 16.148 15.369 15.104 14.739 14.767 0.027 0.04 0.053 AAA 2451930.6393
84.988208 -66.441889 3.0100866 5.6e-06 0.406 6001.19257 15.925 15.283 14.671 14.479 14.428 0.024 0.031 0.039 AAA 2451892.7158
84.995792 -66.837028 2.0132123 3.1e-06 0.502 6000.31416 16.483 15.838 15.466 15.097 15.001 0.027 0.04 0.058 AAA 2451892.7142
82.692542 -66.837472 3.3729696 7.2e-06 0.41 6002.69305 16.043 15.312 14.732 14.628 14.539 0.026 0.032 0.046 AAA 2451886.8358
82.983417 -66.70625 2.4914949 4.8e-06 0.483 6002.25677 16.282 15.651 13.996 13.618 13.539 0.020 0.025 0.026 AAA 2451886.8442
82.958708 -65.324556 3.3211558 5.38e-05 0.44 6002.52172 16.039 15.321 14.626 14.421 14.42 0.022 0.028 0.039 AAA 2451880.8141
83.7525 -65.304611 3.3353053 0.000261 0.406 6000.2849 15.924 15.229 14.576 14.278 14.174 0.022 0.027 0.029 AAA 2451881.7435
83.80325 -65.302194 3.151978 0.0002205 0.287 6003.09338 16.061 15.34 14.828 14.434 14.394 0.024 0.028 0.035 AAA 2451881.7435
83.955917 -66.700472 30.4816342 0.0126919 -99.99 6028.76003 -99.99 -99.99 11.382 11.049 10.943 0.020 0.023 0.023 AAA 2451887.7777
82.882417 -64.884889 3.2512241 6.5e-06 0.485 6003.23796 15.925 15.239 14.451 14.184 14.141 0.023 0.026 0.031 AAA 2451880.7994
82.968708 -64.927944 3.548508 1.43e-05 0.222 6002.11725 15.831 15.093 14.603 14.28 14.233 0.022 0.027 0.033 AAA 2451880.8157
83.557833 -63.167 2.5014573 1.09e-05 0.34 6000.84619 16.314 15.543 15.067 14.665 14.64 0.024 0.028 0.043 AAA 2451881.7072
83.759417 -64.878917 4.1115892 5.8e-06 0.556 6002.34558 15.35 14.755 14.522 14.239 14.153 0.023 0.028 0.029 AAA 2451881.7418
84.672 -64.846194 4.0299525 9.4e-06 0.579 6002.83185 15.572 14.909 14.349 14.024 13.954 0.02 0.027 0.034 AAA 2451881.8579
84.883292 -63.648028 3.324358 2.14e-05 0.308 6002.17353 15.937 15.255 14.814 14.548 14.397 0.024 0.027 0.035 AAA 2451882.7058
83.595542 -62.51075 9.8433548 0.0011201 0.105 6009.23257 14.69 14.003 13.154 12.772 12.71 0.021 0.021 0.023 AAA 2451881.7099
83.761958 -62.339889 2.8685531 7.3e-06 0.561 6001.85013 16.12 15.47 15.112 14.73 14.6 0.024 0.031 0.043 AAA 2451881.7315
85.321333 -72.198528 1.6210246 2.7e-06 0.596 6000.48508 17.06 16.299 13.177 12.784 12.692 0.019 0.022 0.022 AAA 2451918.7315
85.321333 -72.198528 2.7094414 8.2e-06 0.275 6001.83735 16.496 15.697 13.177 12.784 12.692 0.019 0.022 0.022 AAA 2451918.7315
85.321333 -72.198528 2.4711493 3.1e-06 0.559 6002.11281 16.495 15.761 13.177 12.784 12.692 0.019 0.022 0.022 AAA 2451918.7315
85.321333 -72.198528 2.9377724 3.5e-06 0.618 6000.73083 16.107 15.411 13.177 12.784 12.692 0.019 0.022 0.022 AAA 2451918.7315
85.73025 -69.930806 2.925109 1.75e-05 0.234 6001.13167 16.748 15.769 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 17.7952978 0.0001045 0.557 6008.78073 14.828 13.684 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.4418291 4.6e-06 0.623 6001.58266 15.953 15.202 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.2149001 5.7e-06 0.505 6002.56138 16.488 15.577 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.7035055 1.44e-05 0.175 6001.11342 15.547 14.469 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.399307 3e-06 0.451 6002.34448 16.612 15.828 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 4.1790464 7.2e-06 0.464 6000.98216 16.239 15.306 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.6746209 3.5e-06 0.439 6002.36626 16.737 15.854 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 1.6240069 1.1e-06 0.519 6001.11668 16.869 16.163 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 13.6591664 7.65e-05 0.417 6012.69742 14.43 13.512 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.4889391 4.5e-06 0.458 6002.07585 16.112 15.313 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 5.7627053 3.02e-05 0.287 6001.80874 15.857 14.858 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.6143071 4e-06 0.362 6002.54678 16.645 15.777 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.6736344 2.8e-06 0.505 6000.55416 16.567 15.723 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.7189871 6.4e-06 0.367 6001.48756 16.742 15.796 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.6100331 4.7e-06 0.493 6002.2971 16.256 15.386 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.6198099 3.5e-06 0.505 6003.36501 16.108 15.31 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 4.5068864 7.5e-06 0.507 6001.98289 15.897 15.044 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 4.0691937 8.3e-06 0.439 6003.95391 16.215 15.254 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 4.7963172 7.4e-06 0.525 6003.7854 15.883 14.981 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 3.0289332 4.5e-06 0.487 6002.61085 16.246 15.485 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
85.73025 -69.930806 2.9871491 3.4e-06 0.511 6002.8515 16.261 15.497 14.301 13.92 13.84 0.020 0.026 0.029 AAA 2451892.7597
87.166167 -69.959472 2.9425783 1.75e-05 0.292 6002.31628 15.837 15.151 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
86.421375 -69.931389 3.5881783 6.7e-06 0.502 6003.1685 15.915 15.166 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.5135318 6.3e-06 0.351 6000.73174 16.583 15.785 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.4890301 6.8e-06 0.364 6000.88032 16.194 15.366 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.9744997 3.5e-06 0.455 6000.93845 16.252 15.508 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.9342423 6.2e-06 0.507 6003.42669 15.95 15.14 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.8561298 3.6e-06 0.402 6000.48908 16.447 15.636 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.0594037 6.6e-06 0.284 6001.83748 16.357 15.53 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.9902535 6.8e-06 0.515 6000.13357 16.178 15.454 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.005516 1.2e-06 0.694 6000.19321 16.663 15.934 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.5503563 4e-06 0.468 6003.49202 16.168 15.357 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.5373476 4.9e-06 0.479 6001.47231 16.131 15.322 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 2.3853802 3.1e-06 0.542 6002.2992 16.362 15.647 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 1.034811 9e-07 0.518 6000.48252 17.552 16.889 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 4.5944918 9.3e-06 0.462 6004.11423 15.785 14.964 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.4781047 1.4e-05 0.258 6002.98286 16.201 15.39 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 5.080132 2.12e-05 0.23 6003.43148 16.045 15.038 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.1695267 5.9e-06 0.397 6000.10406 16.692 15.711 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
87.166167 -69.959472 3.4253379 3.9e-06 0.756 6002.22174 15.873 15.189 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
86.421375 -69.931389 3.0378757 4.2e-06 0.422 6001.48826 16.235 15.484 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 4.8325822 9.1e-06 0.564 6004.05802 15.532 14.733 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
86.421375 -69.931389 3.0978709 5e-06 0.363 6000.36257 16.22 15.417 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
87.166167 -69.959472 2.4334685 6.9e-06 0.37 6000.16399 16.641 15.808 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
86.421375 -69.931389 1.7509178 2.78e-05 0.29 6000.96588 17.285 16.507 14.849 14.558 14.566 0.024 0.035 0.052 AAA 2451892.8183
87.166167 -69.959472 3.0180263 4.25e-05 0.489 6000.43553 16.244 15.456 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 4.7279236 9.2e-06 0.45 6000.00241 15.675 14.858 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.2159337 7.1e-06 0.33 6001.78359 16.233 15.444 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.3988302 9.4e-06 0.242 6002.44617 16.247 15.43 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.0272138 6.1e-06 0.331 6002.53302 16.31 15.538 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.0944996 3.6e-06 0.471 6002.95156 16.172 15.409 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.7661187 6.9e-06 0.254 6000.12185 16.369 15.608 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.6647649 3.1e-06 0.457 6001.02868 16.342 15.573 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
86.592708 -69.92225 5.6378799 1.68e-05 0.337 6004.19086 15.749 14.826 14.46 14.232 14.179 0.022 0.032 0.038 AAA 2451892.8521
87.166167 -69.959472 3.1758639 4.6e-06 0.405 6002.41204 16.224 15.421 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.7073888 4.8e-06 0.332 6001.61907 16.418 15.634 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 4.8006978 8.8e-06 0.531 6004.4935 15.607 14.792 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.8124124 4.2e-06 0.355 6000.90481 16.374 15.572 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.798785 7.8e-06 0.263 6001.67782 16.402 15.615 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 4.4248375 8e-06 0.557 6002.41707 16.021 15.094 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.2111169 5.6e-06 0.355 6000.23171 16.332 15.489 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.2125991 1.02e-05 0.232 6000.07273 16.344 15.506 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.5900584 3e-06 0.426 6001.80618 16.501 15.674 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.4726278 1.46e-05 0.186 6000.88827 16.804 15.996 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 1.6156433 6e-07 0.474 6001.00068 16.861 16.261 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 4.9584794 1.57e-05 0.423 6001.64116 15.791 14.941 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.9242221 4.1e-06 0.5 6002.0745 16.21 15.496 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 2.9101707 3.1e-06 0.515 6002.01104 16.333 15.567 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 6.2980645 1.75e-05 0.596 6002.85567 14.9 14.186 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 5.1402787 3.44e-05 0.574 6004.31675 16.165 15.095 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 13.4022207 0.0001078 0.334 6004.97437 14.188 13.382 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
87.166167 -69.959472 3.2580475 8.2e-06 0.502 6001.39428 16.066 15.299 13.942 13.547 13.445 0.026 0.027 0.029 AAA 2451926.6925
