ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
15.378 -73.176944 1.6282608 3.8e-06 0.299 6000.43559 17.678 16.966 16.472 16.276 16.04 0.051 0.109 0.149 ABB 2451881.6568
15.378292 -73.417556 3.693331 6.4e-06 0.513 6003.2283 16.083 15.41 14.823 14.574 14.514 0.028 0.034 0.040 AAA 2451881.6558
15.371458 -73.32525 1.3825909 1.1e-06 0.539 6000.38377 17.711 17.064 16.46 16.133 16.151 0.057 0.099 0.163 AAC 2451881.6562
15.401375 -73.30725 1.6292134 5.2e-06 0.236 6001.27339 17.439 16.77 16.295 16.083 16.074 0.049 0.093 0.151 AAB 2451881.6563
15.408125 -73.489667 1.9221137 1.8e-06 0.62 6001.3582 17.271 16.626 16.301 15.979 16.035 0.046 0.084 0.142 AAB 2451881.6555
15.413542 -73.17275 6.491168 1.52e-05 0.612 6000.59212 15.815 15.096 14.603 14.172 14.156 0.027 0.028 0.035 AAA 2451881.6568
15.430375 -73.532333 1.4953231 3.5e-06 0.48 6001.48275 17.224 16.593 14.465 13.682 13.5 0.026 0.027 0.029 AAA 2451881.6554
15.444833 -73.394667 1.9430439 1.6e-06 0.568 6001.35224 16.864 16.265 16.072 15.771 15.672 0.038 0.068 0.104 AAA 2451881.6559
15.445292 -73.092583 2.1425194 2e-06 0.797 6002.11689 16.782 16.175 15.9 15.474 15.465 0.039 0.056 0.096 AAA 2451881.6571
15.44975 -73.327611 1.3606427 1.4e-06 0.799 6001.11073 17.658 17.066 16.429 16.261 15.762 0.060 0.108 0.115 ABB 2451881.6562
15.452542 -73.298139 1.6486908 1.3e-06 0.687 6000.19321 16.808 16.313 16.157 15.933 15.815 0.038 0.079 0.131 AAB 2451881.6563
15.485042 -73.801694 1.2883929 1e-06 0.489 6000.59105 17.612 16.971 16.423 16.166 16.234 0.055 0.097 0.173 AAC 2451881.6543
15.511458 -73.163083 3.1031862 6e-06 0.493 6003.08506 16.452 15.766 15.459 15.113 15.03 0.036 0.046 0.067 AAA 2451881.6569
15.525708 -73.490111 2.7079453 2.02e-05 0.137 6002.6126 16.795 16.124 15.644 15.287 15.301 0.046 0.053 0.080 AAA 2451881.6555
15.532167 -73.361778 1.5788071 2.5e-06 0.463 6000.59205 17.417 16.776 16.199 16.03 16.016 0.055 0.100 0.147 AAB 2451881.6561
15.535833 -73.068417 1.4966297 1.1e-06 0.688 6000.41681 17.524 16.91 16.228 15.975 16.019 0.048 0.083 0.149 AAB 2451881.6572
15.554708 -73.172972 1.5540076 1.06e-05 0.24 6000.81828 17.431 16.806 16.355 16.08 15.983 0.052 0.090 0.148 AAB 2451881.6568
15.532167 -73.361778 5.5488529 0.0001447 0.55 6000.77506 -99.99 14.796 16.199 16.03 16.016 0.055 0.100 0.147 AAB 2451881.6561
15.637875 -73.027583 1.6209101 1.03e-05 0.496 6000.57435 -99.99 16.888 15.814 15.32 15.126 0.034 0.049 0.068 AAA 2451881.6678
15.572833 -73.100972 3.6890281 4.26e-05 0.23 6001.58425 16.599 15.814 15.268 14.834 14.693 0.028 0.033 0.046 AAA 2451881.6571
15.580208 -73.372722 1.4444786 5.3e-06 0.26 6000.93656 17.759 17.099 16.495 16.295 16.324 0.055 0.104 0.186 ABC 2451881.656
15.626792 -73.444944 3.9311441 2.72e-05 0.382 6002.03445 16.284 15.504 14.653 14.358 14.252 0.021 0.030 0.032 AAA 2451881.6695
15.594667 -73.130556 1.486985 2.1e-06 0.699 6000.76348 17.12 16.497 16.323 15.892 15.866 0.051 0.079 0.127 AAB 2451881.657
15.637875 -73.027583 3.328043 5.2e-06 0.685 6001.57679 16.764 15.999 15.814 15.32 15.126 0.034 0.049 0.068 AAA 2451881.6678
15.605875 -73.706417 3.5148766 1.17e-05 0.267 6002.9694 16.147 15.572 15.153 14.753 14.633 0.026 0.036 0.048 AAA 2451881.6706
15.621917 -73.7215 4.3638062 9e-06 0.554 6002.44927 15.931 15.242 15.471 15.079 15.184 0.029 0.049 0.066 AAA 2451881.6706
15.749667 -73.935389 1.0575887 1.5e-06 0.371 6000.91044 17.924 17.321 14.841 14.449 14.405 0.025 0.031 0.038 AAA 2451881.6715
15.672583 -73.572667 1.4580498 1.6e-06 0.504 6000.74205 17.49 16.894 16.379 15.934 16.24 0.049 0.085 0.191 AAC 2451881.67
15.613375 -73.543611 1.5843577 1.2e-06 0.774 6000.63257 17.251 16.709 16.241 15.941 15.836 0.049 0.075 0.118 AAB 2451881.6699
15.614458 -73.469639 2.503057 3.1e-06 0.78 6001.15206 16.547 15.955 15.394 15.124 15.084 0.026 0.046 0.065 AAA 2451881.6696
15.621917 -73.7215 2.8339618 3.6e-06 0.526 6001.5663 16.722 16.066 15.471 15.079 15.184 0.029 0.049 0.066 AAA 2451881.6706
15.626792 -73.444944 3.5097648 2.2e-06 0.573 6001.34592 -99.99 15.222 14.653 14.358 14.252 0.021 0.030 0.032 AAA 2451881.6695
15.637875 -73.027583 1.8455218 4.7e-06 0.364 6000.23447 17.173 16.807 15.814 15.32 15.126 0.034 0.049 0.068 AAA 2451881.6678
15.740792 -73.330833 1.7013152 3e-06 0.533 6000.90284 17.523 16.842 14.553 14.302 14.304 0.021 0.030 0.039 AAA 2451881.669
15.605875 -73.706417 1.4457123 1.3e-06 0.794 6000.55978 17.437 16.87 15.153 14.753 14.633 0.026 0.036 0.048 AAA 2451881.6706
15.662208 -73.181889 2.5235925 4e-06 0.704 6001.90874 17.235 16.621 16.052 15.767 15.819 0.041 0.072 0.118 AAB 2451881.6684
15.672583 -73.572667 1.8630332 2.4e-06 0.506 6001.44458 17.344 16.69 16.379 15.934 16.24 0.049 0.085 0.191 AAC 2451881.67
15.674167 -73.3865 1.7326769 1.7e-06 0.662 6000.9121 17.407 16.742 16.468 16.019 16.079 0.058 0.089 0.155 AAC 2451881.6693
15.679042 -73.050806 3.3727862 1.07e-05 0.27 6000.74383 16.807 16.017 15.402 15.084 14.841 0.028 0.043 0.057 AAA 2451881.6679
15.690583 -73.360833 1.5324019 1.3e-06 0.782 6000.91199 17.251 16.694 16.423 16.212 15.926 0.051 0.095 0.134 AAB 2451881.6692
15.7025 -73.433861 1.6501863 2.6e-06 0.504 6001.08945 17.547 16.845 16.492 16.015 16.011 0.058 0.087 0.145 AAB 2451881.6695
15.713292 -73.645333 1.4896669 1.8e-06 0.422 6000.10173 17.476 16.882 16.349 15.984 16.132 0.048 0.085 0.167 AAC 2451881.6703
15.719625 -73.072139 3.2125779 3.3e-06 0.771 6002.87307 16.34 15.735 15.155 14.834 14.78 0.025 0.037 0.053 AAA 2451881.668
15.735542 -73.417167 5.1979264 2.35e-05 0.233 6000.63196 16.257 15.509 15.03 14.659 14.563 0.025 0.036 0.042 AAA 2451881.6694
15.738583 -73.767056 1.4285493 2.4e-06 0.307 6001.26379 17.532 16.849 16.374 16.182 16.058 0.048 0.100 0.151 AAB 2451881.6708
15.740792 -73.330833 4.7604954 7.3e-06 0.664 6004.56265 15.797 15.111 14.553 14.302 14.304 0.021 0.030 0.039 AAA 2451881.669
15.749667 -73.935389 4.5012423 3.16e-05 0.139 6003.84105 16.05 15.333 14.841 14.449 14.405 0.025 0.031 0.038 AAA 2451881.6715
15.752917 -73.30475 1.6564799 4.1e-06 0.589 6000.95918 17.399 16.73 15.388 15.146 14.971 0.026 0.046 0.060 AAA 2451881.6689
15.753625 -73.304611 2.0075595 1.15e-05 0.397 6001.11074 17.224 16.628 15.388 15.146 14.971 0.026 0.046 0.060 AAA 2451881.6689
15.764458 -73.504111 1.643562 2e-06 0.508 6000.05401 17.488 16.833 16.187 16.044 15.794 0.059 0.106 0.125 AAB 2451881.6697
15.776708 -73.887944 3.4589133 3.8e-06 0.649 6001.63188 16.193 15.514 15.359 14.955 14.961 0.028 0.037 0.057 AAA 2451881.6713
15.798208 -73.680639 1.8584369 1.5e-06 0.793 6000.38159 17.033 16.497 16.38 16.067 15.888 0.050 0.095 0.131 AAB 2451881.6705
15.800667 -73.151111 3.7860995 1.43e-05 0.359 6001.09717 16.438 15.7 15.144 14.873 14.778 0.022 0.036 0.051 AAA 2451881.6683
15.800917 -73.320583 1.612186 1.3e-06 0.714 6001.49064 17.469 16.81 16.341 16.035 15.976 0.051 0.090 0.140 AAB 2451881.669
15.824292 -73.401028 4.9476614 1.13e-05 0.592 6001.97773 15.513 14.876 14.335 14.01 14.004 0.020 0.024 0.031 AAA 2451881.6693
15.830375 -73.400111 1.5345518 1e-06 0.706 6000.65564 17.211 16.625 16.434 16.015 15.96 0.053 0.083 0.145 AAB 2451881.6693
15.8305 -73.368361 1.614694 1.5e-06 0.591 6000.35247 17.43 16.748 16.193 16.01 16.107 0.048 0.086 0.180 AAC 2451881.6692
15.846833 -73.173 2.1709735 2.7e-06 0.685 6000.66488 17.154 16.479 16.13 15.709 15.554 0.039 0.065 0.100 AAA 2451881.6684
15.860958 -73.6135 3.0449423 3.3e-06 0.743 6001.41435 16.236 15.634 15.022 14.835 14.824 0.025 0.039 0.053 AAA 2451881.6702
15.869667 -73.398028 1.308271 9e-07 0.74 6000.75333 17.41 16.823 16.501 15.99 16.557 0.055 0.084 0.246 AAD 2451881.6693
15.872 -73.141389 1.6967257 1.8e-06 0.725 6000.53189 17.041 16.498 16.152 15.528 15.623 0.049 0.067 0.114 AAB 2451881.6683
15.880125 -73.592 1.5770853 1.1e-06 0.687 6001.11654 17.22 16.599 16.336 16.002 15.965 0.052 0.105 0.168 AAC 2451881.6701
16.039042 -73.4985 1.3151379 2.1e-06 0.751 6001.18835 17.56 17.129 15.463 15.337 15.073 0.031 0.055 0.069 AAA 2451883.5406
15.89625 -73.261639 3.2160154 3.5e-06 0.741 6000.26127 16.024 15.446 15.009 14.729 14.704 0.023 0.034 0.048 AAA 2451881.6688
15.896708 -73.547528 1.3612951 1.6e-06 0.363 6001.00205 17.448 16.693 16.077 15.779 15.53 0.038 0.072 0.096 AAA 2451881.6699
15.906792 -73.713083 8.0763421 0.0001285 0.096 6007.90464 15.279 14.449 13.941 13.516 13.451 0.020 0.025 0.024 AAA 2451881.6706
16.008833 -73.098306 1.4688938 5.7e-06 0.196 6000.53387 17.659 16.977 14.656 14.233 14.183 0.021 0.030 0.036 AAA 2451883.5422
15.872 -73.141389 1.3992811 1.5e-06 0.82 6001.30305 17.777 17.176 16.152 15.528 15.623 0.049 0.067 0.114 AAB 2451881.6683
16.024708 -73.067528 1.2770633 1.4e-06 0.513 6000.06554 17.684 17.063 16.303 16.273 15.926 0.056 0.129 0.156 ABC 2451883.5423
16.081083 -73.438333 4.4009242 6.4e-06 0.407 6000.3971 -99.99 15.477 15.41 15.049 15.063 0.031 0.049 0.065 AAA 2451883.5408
15.872 -73.141389 1.6680914 1.4e-06 0.618 6000.84694 16.884 16.383 16.152 15.528 15.623 0.049 0.067 0.114 AAB 2451881.6683
15.995042 -73.320028 1.7292259 1.2e-06 0.737 6000.09113 17.108 16.537 16.281 15.745 15.746 0.056 0.078 0.114 AAB 2451883.5413
15.996292 -73.555778 3.2345607 4e-06 0.639 6002.09923 16.281 15.638 15.322 14.85 14.908 0.028 0.041 0.056 AAA 2451883.5403
16.040292 -73.337583 1.6650431 1.2e-06 0.712 6001.36902 17.456 16.751 15.686 15.282 15.107 0.040 0.055 0.072 AAA 2451883.5412
16.081083 -73.438333 1.4067103 1e-06 0.696 6000.88754 17.441 17.089 15.41 15.049 15.063 0.031 0.049 0.065 AAA 2451883.5408
16.071583 -73.216806 1.4524501 1.4e-06 0.734 6000.73662 17.483 16.884 15.318 14.979 14.861 0.030 0.043 0.058 AAA 2451883.5417
16.008833 -73.098306 5.2352438 3.81e-05 0.188 6002.18069 15.932 15.149 14.656 14.233 14.183 0.021 0.030 0.036 AAA 2451883.5422
16.1085 -73.356528 1.2530639 8e-07 0.692 6000.23299 17.319 16.773 16.245 15.957 15.757 0.059 0.093 0.115 AAB 2451883.5411
16.024708 -73.067528 1.9367241 5e-06 0.339 6001.42097 17.414 16.703 16.303 16.273 15.926 0.056 0.129 0.156 ABC 2451883.5423
16.025667 -73.402722 1.5131563 2.7e-06 0.406 6000.73968 17.794 17.109 16.673 16.222 16.127 0.072 0.130 0.166 ABC 2451883.541
16.026458 -73.334417 1.5497319 1.4e-06 0.719 6000.5113 17.101 16.579 16.258 15.849 15.741 0.050 0.086 0.117 AAB 2451883.5412
16.02875 -73.006528 4.469399 1.24e-05 0.428 6001.8346 16.233 15.473 15.041 14.613 14.477 0.025 0.039 0.043 AAA 2451883.5426
16.038125 -73.596667 6.2054118 4.24e-05 0.306 6001.67236 15.866 15.079 14.554 14.164 14.013 0.020 0.029 0.033 AAA 2451883.5402
16.039042 -73.4985 2.7946374 7.4e-06 0.288 6000.2841 16.76 16.019 15.463 15.337 15.073 0.031 0.055 0.069 AAA 2451883.5406
16.040292 -73.337583 2.2324255 6.7e-06 0.318 6001.02089 17.213 16.536 15.686 15.282 15.107 0.040 0.055 0.072 AAA 2451883.5412
16.071583 -73.216806 1.3687288 3.3e-06 0.315 6000.25123 17.796 17.113 15.318 14.979 14.861 0.030 0.043 0.058 AAA 2451883.5417
16.071583 -73.216806 3.6165893 6.9e-06 0.521 6001.01785 16.538 15.801 15.318 14.979 14.861 0.030 0.043 0.058 AAA 2451883.5417
16.076542 -73.231972 5.0833117 8.5e-06 0.641 6001.77423 15.469 14.831 14.602 14.227 14.229 0.024 0.029 0.041 AAA 2451883.5416
16.081083 -73.438333 2.4639324 8.26e-05 0.498 6002.05167 16.389 15.797 15.41 15.049 15.063 0.031 0.049 0.065 AAA 2451883.5408
16.093042 -73.269667 2.8631603 1.86e-05 0.337 6001.63713 -99.99 16.287 15.851 15.635 15.345 0.040 0.083 0.081 AAA 2451883.5415
16.1085 -73.356528 1.8764699 5.4e-06 0.511 6001.54495 -99.99 16.702 16.245 15.957 15.757 0.059 0.093 0.115 AAB 2451883.5411
16.114333 -73.359417 2.8186357 2.16e-05 0.211 6000.30298 16.05 15.601 15.256 14.906 14.947 0.029 0.045 0.056 AAA 2451883.5411
16.12525 -73.218917 1.4692696 1.7e-06 0.522 6000.80066 17.415 16.788 16.446 15.998 16.005 0.061 0.101 0.156 AAC 2451883.5417
16.175208 -73.433333 4.4291999 1.18e-05 0.524 6002.22718 15.768 15.102 14.502 14.351 14.212 0.023 0.034 0.036 AAA 2451883.5408
16.178083 -73.013444 1.2981555 1.7e-06 0.468 6001.24396 17.873 17.272 14.787 14.26 14.02 0.025 0.032 0.036 AAA 2451883.5425
16.188792 -73.079417 2.0927335 3.9e-06 0.833 6000.25603 16.992 16.387 16.221 15.793 15.925 0.051 0.087 0.138 AAB 2451883.5423
16.200083 -74.172778 1.3092162 1.4e-06 0.612 6000.49211 17.55 16.931 16.506 16.429 15.836 0.060 0.138 0.117 ABB 2451883.5379
16.204667 -74.073278 2.7825652 8.7e-06 0.328 6001.96341 16.289 15.7 15.363 15.115 14.997 0.030 0.053 0.069 AAA 2451883.5383
16.21275 -73.220222 2.8960891 8.29e-05 0.205 6002.47451 15.772 15.128 14.745 14.378 14.33 0.022 0.032 0.042 AAA 2451883.5417
16.218125 -73.02725 1.6443621 1.6e-06 0.511 6001.01257 16.977 16.457 15.917 15.771 15.665 0.042 0.085 0.114 AAB 2451883.5425
16.220417 -73.461028 1.320948 3.8e-06 0.425 6000.29354 17.317 16.984 16.577 16.296 16.339 0.067 0.122 0.195 ABC 2451883.5407
16.224833 -73.574472 1.7088837 3e-06 0.373 6000.41731 17.359 16.696 16.296 16.087 15.79 0.054 0.105 0.145 AAB 2451883.5403
16.229583 -74.208056 14.1375168 0.0001439 0.389 6012.7085 14.188 13.504 12.977 12.694 12.675 0.019 0.024 0.023 AAA 2451883.5377
16.274417 -73.795333 1.3821356 1.9e-06 0.354 6001.01789 17.569 16.905 16.518 16.073 16.061 0.061 0.106 0.146 AAC 2451883.5394
16.285042 -73.220306 1.9910496 1.8e-06 0.641 6000.4549 17.303 16.651 16.04 15.894 16.009 0.044 0.094 0.153 AAB 2451883.5417
16.2945 -73.51475 2.570954 2.3e-06 0.679 6000.33232 16.696 16.05 15.756 15.426 15.27 0.034 0.056 0.081 AAA 2451883.5405
16.299625 -73.106028 1.5060827 1.6e-06 0.579 6000.83797 17.443 16.842 16.413 16.091 16.443 0.058 0.112 0.230 ABD 2451883.5422
16.312 -73.3945 7.4802758 2.52e-05 0.373 6003.64611 15.283 14.501 13.929 13.559 13.517 0.020 0.025 0.026 AAA 2451883.541
16.218125 -73.02725 2.820034 3.1e-06 0.689 6002.56598 16.835 16.136 15.917 15.771 15.665 0.042 0.085 0.114 AAB 2451883.5425
16.415583 -73.158917 1.8792053 1.02e-05 0.359 6001.07667 16.888 16.293 16.448 15.993 15.74 0.057 0.098 0.128 AAB 2451883.5535
16.36775 -73.627389 4.7002681 1.28e-05 0.41 6004.57444 16.064 15.306 14.702 14.34 14.321 0.023 0.031 0.038 AAA 2451883.5553
16.36775 -73.627389 7.3300977 1.88e-05 0.58 6003.22678 14.885 14.228 14.702 14.34 14.321 0.023 0.031 0.038 AAA 2451883.5553
16.415583 -73.158917 1.391113 1.2e-06 0.768 6000.8853 17.409 16.848 16.448 15.993 15.74 0.057 0.098 0.128 AAB 2451883.5535
16.420875 -73.385833 1.1525193 2.6e-06 0.32 6000.49652 17.954 17.279 14.103 13.425 13.211 0.026 0.030 0.027 AAA 2451883.5544
16.285042 -73.220306 4.232152 1.15e-05 0.353 6001.37397 16.306 15.541 16.04 15.894 16.009 0.044 0.094 0.153 AAB 2451883.5417
16.429667 -73.051417 3.4919253 1.15e-05 0.228 6002.88147 16.14 15.407 14.853 14.524 14.466 0.024 0.038 0.042 AAA 2451883.553
16.420875 -73.385833 2.545087 2.7e-06 0.808 6001.55917 16.43 15.842 14.103 13.425 13.211 0.026 0.030 0.027 AAA 2451883.5544
16.285042 -73.220306 1.3736073 3.3e-06 0.262 6000.6052 17.456 16.811 16.04 15.894 16.009 0.044 0.094 0.153 AAB 2451883.5417
16.415583 -73.158917 1.4675476 2.2e-06 0.422 6000.57346 17.74 17.068 16.448 15.993 15.74 0.057 0.098 0.128 AAB 2451883.5535
16.420875 -73.385833 1.5605528 2.3e-06 0.538 6001.37141 17.659 16.936 14.103 13.425 13.211 0.026 0.030 0.027 AAA 2451883.5544
16.490042 -73.58475 6.5611429 1.98e-05 0.474 6002.04655 15.429 14.704 14.117 13.758 13.725 0.020 0.027 0.030 AAA 2451883.5552
14.223583 -74.323778 1.1432059 9e-07 0.606 6000.07336 17.473 16.893 16.317 15.749 15.628 0.056 0.064 0.108 AAA 2451881.5572
14.331208 -74.252139 1.7429491 2.1e-06 0.385 6000.33879 17.028 16.374 16.113 15.814 15.534 0.038 0.065 0.092 AAA 2451881.5569
14.717125 -74.337667 1.7486654 2.9e-06 0.424 6000.15129 17.141 16.496 16.132 15.982 15.734 0.040 0.089 0.104 AAA 2451881.5942
16.119625 -74.459389 1.3346239 1.2e-06 0.515 6000.21526 17.402 16.699 16.383 16.137 16.018 0.064 0.112 0.155 ABB 2451883.5367
16.433375 -74.999722 1.3211403 8e-07 0.605 6000.90827 17.417 16.815 16.406 16.124 16.003 0.055 0.109 0.151 ABB 2451883.5609
14.694417 -74.694528 1.2988925 1.19e-05 0.615 6000.58038 -99.99 16.919 16.649 16.297 16.193 0.063 0.103 0.154 AAC 2451881.5927
14.025667 -72.605028 1.8180976 1.91e-05 0.413 6000.04023 17.332 16.703 16.336 16.15 16.024 0.050 0.091 0.156 AAC 2451932.5531
14.029125 -72.121778 7.0295958 9.39e-05 0.122 6005.08528 15.693 14.873 14.266 13.937 13.802 0.023 0.024 0.028 AAA 2451881.5483
14.147375 -72.885417 1.1558784 1.1e-06 0.628 6000.55321 18.178 17.529 16.246 15.684 15.659 0.051 0.060 0.101 AAA 2451881.5514
14.113125 -72.948194 1.2799726 1.6e-06 0.451 6001.19186 17.407 16.822 15.779 15.534 15.388 0.031 0.056 0.082 AAA 2451881.5516
14.117333 -72.441417 1.1935004 1.6e-06 0.448 6000.14964 17.891 17.26 13.822 13.463 13.414 0.018 0.022 0.024 AAA 2451881.5496
14.154333 -72.706639 1.7275023 2.5e-06 0.549 6000.19172 17.494 16.834 15.576 15.141 15.269 0.039 0.048 0.077 AAA 2451881.5506
14.155625 -72.579028 1.2715294 1.2e-06 0.702 6001.21472 17.607 17.023 15.442 15.097 14.998 0.026 0.038 0.058 AAA 2451881.5501
14.09925 -72.842361 1.5054266 1.3e-06 0.553 6000.12755 17.295 16.718 14.851 14.419 14.251 0.030 0.032 0.037 AAA 2451881.5512
14.065458 -72.338083 3.5040076 5.8e-06 0.537 6001.04693 16.727 15.91 15.29 14.991 14.823 0.041 0.038 0.061 EAA 2451881.5492
14.066333 -71.723444 2.0422368 5.6e-06 0.457 6000.08729 16.938 16.534 16.041 15.641 15.666 0.037 0.062 0.112 AAB 2451873.6813
14.066375 -71.830611 1.7758355 2.3e-06 0.56 6000.24562 16.929 16.578 16.05 15.649 15.802 0.035 0.056 0.125 AAB 2451873.6817
14.067542 -72.09225 1.6700652 1.4e-06 0.79 6001.07851 17.102 16.555 16.013 15.893 15.555 0.041 0.070 0.087 AAA 2451881.5482
14.079542 -72.193167 1.3821167 3.3e-06 0.458 6001.02781 17.658 16.999 16.591 16.178 16.047 0.063 0.087 0.133 AAB 2451881.5486
14.09925 -72.842361 4.8575136 1.27e-05 0.455 6003.05134 16.208 15.383 14.851 14.419 14.251 0.030 0.032 0.037 AAA 2451881.5512
14.104458 -71.775139 2.3034985 3.2e-06 0.675 6002.11337 16.824 16.183 15.881 15.53 15.55 0.036 0.056 0.096 AAA 2451873.6815
14.113125 -72.948194 2.3968577 1.6e-06 0.764 6002.19746 16.603 15.993 15.779 15.534 15.388 0.031 0.056 0.082 AAA 2451881.5516
14.117333 -72.441417 6.8446185 1.45e-05 0.522 6005.75413 14.99 14.287 13.822 13.463 13.414 0.018 0.022 0.024 AAA 2451881.5496
14.118125 -72.242278 1.4986283 1.2e-06 0.491 6000.22938 17.565 16.88 16.5 16.313 15.924 0.052 0.109 0.131 ABB 2451881.5488
14.12025 -72.438444 1.9359291 1.6e-06 0.705 6001.22329 17.069 16.41 15.762 15.678 15.633 0.033 0.061 0.099 AAA 2451881.5496
14.126458 -71.977611 2.8461619 2.8e-06 0.739 6002.51979 16.35 15.73 15.149 14.899 14.825 0.026 0.033 0.051 AAA 2451881.5477
14.126583 -71.721972 3.9014497 8.1e-06 0.562 6002.07058 16.161 15.492 15.242 14.827 14.789 0.026 0.036 0.047 AAA 2451873.6813
14.129083 -72.668778 1.4338745 1.5e-06 0.568 6000.524 17.851 17.143 16.448 16.112 16.158 0.055 0.089 0.158 AAC 2451881.5505
14.129625 -72.76575 1.6792491 2.5e-06 0.36 6000.25123 17.611 16.876 16.558 16.05 16.013 0.060 0.084 0.131 AAB 2451881.5509
14.139833 -72.231972 1.6638446 2.1e-06 0.757 6000.67196 17.017 16.462 16.077 15.84 15.956 0.038 0.065 0.143 AAB 2451881.5487
14.147375 -72.885417 1.4144102 2.1e-06 0.458 6000.92343 17.899 17.188 16.246 15.684 15.659 0.051 0.060 0.101 AAA 2451881.5514
14.149458 -72.856722 3.6342464 1.07e-05 0.344 6002.20715 16.799 15.964 15.296 14.988 14.97 0.031 0.036 0.056 AAA 2451881.5513
14.154333 -72.706639 1.7378418 1.5e-06 0.704 6001.53686 17.309 16.66 15.576 15.141 15.269 0.039 0.048 0.077 AAA 2451881.5506
14.155167 -72.998444 2.9768596 3.8e-06 0.512 6002.80102 16.727 16.013 15.525 15.171 15.044 0.031 0.049 0.061 AAA 2451881.5518
14.155625 -72.579028 3.0682573 6.5e-06 0.364 6000.41578 16.716 16.017 15.442 15.097 14.998 0.026 0.038 0.058 AAA 2451881.5501
14.156833 -72.285861 14.5916086 0.0001512 0.443 6013.43245 14.682 13.808 13.311 12.918 12.816 0.021 0.022 0.022 AAA 2451881.549
14.157917 -72.908417 3.9346661 5.7e-06 0.56 6000.79472 15.951 15.252 14.607 14.375 14.346 0.027 0.032 0.040 AAA 2451881.5515
14.161125 -72.532722 2.3140106 2.3e-06 0.718 6000.15664 16.898 16.203 15.61 15.342 15.412 0.039 0.055 0.087 AAA 2451881.5499
14.16275 -72.608333 2.0033838 2.7e-06 0.438 6000.57868 17.343 16.589 15.883 15.749 15.654 0.082 0.082 0.099 AAA 2451881.5502
14.163208 -72.565139 3.6055705 3.6e-06 0.673 6003.5305 16.437 15.679 15.373 14.984 14.863 0.027 0.040 0.051 AAA 2451881.5501
14.187208 -72.746639 2.2346651 5.9e-06 0.311 6002.08025 17.417 16.616 15.818 15.47 15.526 0.035 0.051 0.085 AAA 2451881.5508
14.190917 -71.803111 1.446133 1.2e-06 0.76 6001.0267 17.27 16.711 16.311 16.128 15.963 0.044 0.087 0.141 AAB 2451873.6816
14.195083 -72.132639 5.0580469 9.5e-06 0.576 6002.07147 15.528 14.832 14.3 13.959 13.893 0.022 0.024 0.027 AAA 2451881.5483
14.335458 -71.644889 2.0227739 2.8e-06 0.483 6000.20365 17.118 16.466 15.461 15.306 15.265 0.031 0.043 0.081 AAA 2451933.5812
14.335458 -71.644889 1.3142457 1.9e-06 0.373 6000.34298 17.66 17.01 15.461 15.306 15.265 0.031 0.043 0.081 AAA 2451933.5812
14.20675 -72.679528 1.5981906 3.8e-06 0.275 6000.53264 17.58 16.844 16.205 15.809 15.847 0.048 0.072 0.124 AAB 2451881.5505
14.209792 -72.947611 2.5122247 2.5e-06 0.732 6000.18731 16.889 16.21 15.759 15.504 15.391 0.030 0.052 0.073 AAA 2451881.5516
14.218292 -72.936028 3.7761008 4.1e-06 0.654 6003.09357 16.083 15.418 14.942 14.605 14.485 0.021 0.028 0.042 AAA 2451881.5516
14.220083 -72.870028 10.7572224 7.06e-05 0.278 6007.4326 15.175 14.292 13.782 13.262 13.251 0.022 0.021 0.025 AAA 2451881.5513
14.221708 -72.813861 2.029581 4.8e-06 0.456 6001.26301 17.494 16.71 15.577 15.245 15.093 0.035 0.050 0.067 EAA 2451881.5511
14.2255 -72.512556 1.3787593 1.3e-06 0.761 6000.76736 18.118 17.324 16.703 16.205 16.054 0.065 0.094 0.142 AAB 2451881.5499
14.240875 -72.722722 5.6787207 1.19e-05 0.623 6003.41047 15.872 15.13 14.506 14.202 14.126 0.025 0.028 0.032 AAA 2451881.5507
14.249667 -72.034861 3.4830603 7.9e-06 0.426 6000.69219 16.554 15.794 15.301 14.884 15.04 0.027 0.034 0.066 AAA 2451881.5479
14.253333 -72.128278 4.3300132 1.43e-05 0.28 6000.06872 16.298 15.528 15.1 14.723 14.719 0.032 0.035 0.053 AAA 2451881.5483
14.268042 -72.676083 1.7778155 1.5e-06 0.822 6000.06631 17.408 16.707 16.258 15.906 16.09 0.049 0.075 0.153 AAB 2451881.5505
14.270625 -72.360556 2.1500433 2.2e-06 0.8 6001.0119 17.002 16.343 15.633 15.404 15.406 0.036 0.052 0.086 AAA 2451881.5493
14.27125 -72.414417 2.5096779 2.7e-06 0.82 6001.28538 16.82 16.154 15.73 15.45 15.396 0.032 0.057 0.076 AAA 2451881.5495
14.271417 -72.607556 3.8255714 3.5e-06 0.705 6000.58566 16.19 15.494 14.917 14.616 14.57 0.024 0.037 0.049 AAA 2451881.5502
14.271917 -72.149917 1.2110961 3.9e-06 0.23 6000.90706 17.769 17.119 15.984 15.462 15.4 0.057 0.066 0.081 AAA 2451881.5484
14.335458 -71.644889 1.8703367 1.5e-06 0.836 6001.56779 16.879 16.343 15.461 15.306 15.265 0.031 0.043 0.081 AAA 2451933.5812
14.190917 -71.803111 4.0451036 6e-06 0.522 6000.91132 16.035 15.313 16.311 16.128 15.963 0.044 0.087 0.141 AAB 2451873.6816
